first.name,last.name,ID,h.index,i10.idex,citations
Erkan,Aktas,pak10,1,0,3
Zelal,Aktas,pak44,4,4,66
Zeynep,Ökten,pkt3,1,1,60
Shaheen,Akter,pak101,3,2,66
Sonia,Akter,pak81,7,5,124
Maryia,Akulava,pak133,1,0,1
Metin,Akyol,pak75,1,0,5
Pelin,Akyol,pak155,1,0,5
Ahmet,Akyol,pak22,4,3,125
Cem,Akyurek,pak34,2,1,21
Abdullah,Al Mamun,pal908,1,0,1
Moayad,Al Rasasi,pal820,1,0,2
Mazen,Al Shobaki,pal889,3,0,30
Luís,Alçada-Almeida,pal853,4,1,26
Carlos,Alós-Ferrer,pal4,11,12,416
Angel,Alañon Pardo,pal140,2,2,44
Fatema,Alaali,pal608,2,0,4
A.,Al-Aali,pal757,2,0,6
Almukhtar,Al-Abri,pal647,3,1,36
Samson,Aladejare,pal588,1,0,1
Munish,Alagh,pal577,1,0,1
Yoginder,Alagh,pal578,1,1,12
Paul,Alagidede,pal280,7,4,149
Avinash,Alagumalai,pal681,1,0,8
Veronica,Alaimo,pal771,1,0,7
Abhinav,Alakshendra,pal227,1,0,9
Hashim,Al-Ali,pal821,1,0,1
Masud,Alam,pma1673,1,1,16
Moneer,Alam,pal398,1,0,1
Shah Jamal,Alam,pal234,1,0,2
Shamsul,Alam,pal352,1,0,8
Abdullah,Alam,pal817,2,0,9
Md. Mahmudul,Alam,pal276,2,1,98
Nafis,Alam,pal845,3,2,37
Tasneem,Alam,pal208,3,1,21
Pervaiz,Alam,pal243,4,2,53
Shaista,Alam,pal495,4,2,67
M. Shahid,Alam,pal55,5,3,81
Randa,Alami,pal178,2,0,11
Abul,Al-Amin,pal213,3,1,23
Sule,Alan,pal184,9,9,271
Larbi,Alaoui,pal299,2,1,35
Gloria,Alarcón-García,pal382,1,0,1
Germán,Alarco Tosoni,pal812,1,0,1
David,Alary,pal393,2,0,12
Ghazi,Al-Assaf,pal375,1,0,1
Mohammad,Alauddin,pal298,8,8,209
Claude,Alavoine,pal669,5,2,58
Hans,Alayo,pal861,1,0,1
Shireen,AlAzzawi,pal535,3,0,17
Joseph,Alba,pal466,6,4,136
Karsten,Albæk,pal770,5,4,135
Nicolás,Albacete,pal536,6,3,81
Carlos Antonio,Albacete-Sáez,pal493,1,0,8
Alberto,Albahari,pal532,2,0,6
Mohamed,Albaity,pal779,2,1,35
J.M.,Albala-Bertrand,pal202,6,4,195
Manuel,Albaladejo,pal5,5,3,253
Daniel,Albalate,pal204,8,7,194
Marina,Albanese,pal587,1,0,8
Andrea,Albanese,pal746,2,0,15
Claudio,Albanese,pal245,3,0,25
Giuseppe,Albanese,pal552,4,1,33
Stefania,Albanesi,pal30,11,11,661
Giorgio,Albareto,pal894,3,1,32
Pedro,Albarran,pal187,8,8,281
Randy,Albelda,pal680,3,0,14
Alberto,Alberdi,pal531,1,0,2
Anna,Alberini,pal320,20,35,1453
Enrique,Alberola,pal76,10,10,362
Jose,Alberro,pal893,2,1,20
Scott,Albers,pal500,2,0,7
Sönke,Albers,pal311,5,2,78
Heidi,Albers,pal125,9,9,281
Marie,Albert,pal776,1,1,13
Max,Albert,pal175,6,3,89
Ugo,Albertazzi,pal705,7,6,387
Giorgia,Albertin,pal272,1,0,3
Julien,Albertini,pal374,3,1,36
Kevin,Albertson,pal194,2,0,10
Maciej,Albinowski,pal855,1,0,6
Manuel Leonard,Albis,pal468,1,0,2
Luis,Albisu,pal307,5,4,77
Mohamed,Alboghdady,pbo85,8,7,237
Cornelia,Alboiu,pal559,1,0,2
Alice,Albonico,pal446,3,0,23
Vicente,Albornoz,pal289,2,1,16
Facundo,Albornoz,pal164,7,3,382
Michel,Albouy,pal134,3,1,31
David,Albouy,pal128,12,13,504
Johan,Albrecht,pal697,6,5,153
James,Albrecht,pal153,19,25,1984
Silvia,Albrizio,pal912,4,2,45
Cristina,Albu,pal766,1,0,1
Lucian,Albu,pal203,6,1,143
Claudiu,Albulescu,pal359,5,2,95
Breno,Albuquerque,pal197,1,0,2
Paula,Albuquerque,pal113,2,0,7
Bruno,Albuquerque,pal547,3,2,25
Pedro,Albuquerque,pal16,4,3,106
Paulo,Albuquerque,pal192,5,3,74
Eduardo,Albuquerque,pal173,6,3,126
Rui,Albuquerque,pal94,13,13,562
Philippe,Alby,pal517,2,1,17
Lorena,Alcázar,pal136,4,1,48
Luis,Alcalá,pal678,1,0,1
Francisco,Alcalá,pal156,3,1,277
Jose,Alcalde,pal27,9,9,368
Jorge,Alcalde-Unzu,pal265,5,3,73
Vicent,Alcantara,pal412,7,7,272
José,Alcantud,pal50,6,1,84
Carlo,Alcaraz Pribaz,pal329,2,1,58
Armen,Alchian,pal597,3,0,12
Cinzia,Alcidi,pal347,6,6,147
Jamie,Alcock,pal542,4,1,68
Alain,Alcouffe,pal589,2,1,28
Simon,Alcouffe,pal823,2,1,24
Erik,Alda,pal636,2,0,6
Joaquín,Aldás,pal344,2,0,8
Lina,Aldén,pal698,7,6,158
Rafaelita,Aldaba,pal287,5,0,98
Covadonga,Aldamiz-echevarría,pal415,1,0,1
Alisher,Aldashev,pal337,6,4,134
Gani,Aldashev,pal231,6,4,197
Iñaki,Aldasoro,pal621,5,3,87
Anamaria,Aldea,pal477,1,0,1
Simeon,Alder,pal572,3,2,39
Simon,Alder,pal630,3,2,43
María,Alderete,pal694,1,0,2
Harold,Alderman,pal282,26,64,2610
Peter,Alders,pal112,2,0,13
Luigi,Aldieri,pal212,3,1,54
Eric,Aldrich,pal373,5,3,99
T.,Aldridge,pal174,4,3,85
Dante,Aldrighi,pal526,3,0,18
Ammar,Aldubaikhi,pal772,2,0,5
Joseph,Aldy,pal158,12,15,1101
Nader,Ale Ebrahim,pal457,3,1,33
Björn,Alecke,pal499,7,4,148
Ciprian,Alecu,pal527,1,0,1
Felician,Alecu,pal502,1,0,3
Abdul,Aleem,pal519,3,1,51
María,Alegre,pal146,1,0,1
Joaquin,Alegre,pal642,3,2,80
Guillermo,Aleixandre,pal793,1,0,1
Alonso,Alejandro,pal522,1,0,8
Javier,Alejo,pal181,4,2,58
Luis,Alejos Marroquin,pal483,1,0,2
Ekaterina,Aleksandrova,pal667,1,0,1
Alexey,Alekseev,pal646,1,0,3
Arkadij,Alekseev,ple610,1,0,3
Mariya,Aleksynska,pal238,7,5,207
Yonas,Alem,pal416,4,2,90
Luisa,Alemany,pal176,1,0,6
Tuna,Alemdar,pal545,1,0,1
Mohammed Hussen,Alemu,pal876,2,1,31
Douglas,Alencar,pal490,1,0,1
Leonardo,Alencar,pal233,4,2,85
Mohammad,Alenezi,pal36,1,0,2
Amadeo,Alentorn,pal144,4,1,299
Laurence,Ales,pal707,6,5,81
Alberto,Alesina,pal207,65,117,18500
Fuad,Aleskerov,pal581,4,1,50
Piergiorgio,Alessandri,pal407,7,7,269
George,Alessandria,pal70,12,14,584
Diana,Alessandrini,pal752,1,0,1
Sergio,Alessandrini,pal507,2,0,11
Pietro,Alessandrini,pal190,10,10,374
Matteo,Alessi,pal755,1,0,3
Lucia,Alessi,pal837,10,10,469
Rob,Alessie,pal293,18,24,1269
Jonathan,Alevy,pal198,4,2,133
Dony,Alex,pal335,2,0,5
Christos,Alexakis,pal277,5,2,47
Anne,Alexander,pal645,1,0,8
Diane,Alexander,pal824,1,0,4
Patrick,Alexander,pal803,1,0,3
G,Alexander,pal505,2,0,10
Gigi,Alexander,pal622,2,1,56
Kim,Alexander,pal465,2,0,8
Barbara,Alexander,pal342,4,3,50
Corinne,Alexander,pal189,6,4,142
Ian,Alexander,pal13,6,5,110
Carol,Alexander,pal264,11,11,402
Gordon,Alexander,pal215,13,17,731
Constantine,Alexandrakis,pal186,1,0,1
Hervé,Alexandre,pal57,4,2,60
Fernando,Alexandre,pal218,5,2,87
Cecilia,Alexandri,pal510,3,0,19
Oleg,Alexandrov,pal638,1,0,2
Alexei,Alexandrov,pal619,3,3,40
Matilda,Alexandrova,pal523,1,0,4
Caruntu,Alexandru,pal297,1,0,3
Ciprian,Alexandru,pal594,3,1,20
Alexander,Alexeev,pal469,1,0,1
Vitali,Alexeev,pal430,2,1,15
Michael,Alexeev,pal386,10,11,417
Stilianos,Alexiadis,pal409,4,0,44
Constantinos,Alexiou,pal237,3,2,53
Annika,Alexius,pal149,9,9,257
Michelle,Alexopoulos,pal166,9,6,292
Gilles,Alfandari,pal17,1,1,42
Federica,Alfani,pal796,2,1,14
Guido,Alfani,pal427,4,0,33
Maria Rosaria,Alfano,pal551,2,0,11
Simone,Alfarano,pal340,12,13,485
José,Alfaro,pal367,3,0,16
Rodrigo,Alfaro,pal339,5,4,116
Laura,Alfaro,pal64,20,28,1902
Christoph,Alfken,pal629,2,0,6
Frode,Alfnes,pal691,8,7,299
Andreas,Alfons,pal900,4,1,37
Knut,Alfsen,pal102,5,3,74
Yann,Algan,pal51,20,29,1539
Ingela,Alger,pal24,9,8,247
Moawia,Alghalith,pal152,3,0,17
Aliya,Algozhina,pal655,1,0,2
Maite,Alguacil,pal683,6,4,153
Syed Othman,Alhabshi,pal665,3,2,39
Aliyu,Alhaji Jibrilla,pal810,1,0,5
Saif,Alhakimi,pal910,3,2,85
Rahim,Alhamzawi,pal739,2,0,16
Abdullah,Al-Hassan,pal425,3,1,26
Ahmed,Alhayky,pal447,1,0,3
Sadegh,Alhosseini,pal360,1,0,2
Abd Elrahman,Ali,pal724,1,0,3
Amanat,Ali,pal170,1,0,3
Amjad,Ali,pal319,1,0,6
Heba,Ali,pal520,1,0,3
Hoda,Ali,pal239,1,0,1
Muhammad,Ali,pal324,1,0,5
Safdar,Ali,pal747,1,1,21
Searat,Ali,pal822,1,0,3
Imran,Ali,pal471,2,0,12
Jabir,Ali,pal851,2,0,14
Muhammad,Ali,pal403,2,0,5
Nabil,Ali,pal574,2,0,7
Sharafat,Ali,pal616,2,0,5
Abdilahi,Ali,pal833,3,1,38
Merima,Ali,pal463,3,1,28
Muhammad,Ali,pal695,3,2,33
Salman,Ali,pal902,3,0,17
Syed,Ali,pal268,3,0,30
Amjad,Ali,pal529,4,3,119
S. Nageeb,Ali,pal182,7,6,136
Ali,Ali,pac4,10,10,764
Daniel Ayalew,Ali,pal275,10,10,383
Huson,Ali Ahmed,pal338,6,4,104
Didier,Alia,pal404,2,0,7
Roger,Aliaga-Diaz,pal62,5,5,86
Abdulla,Alikhanov,pal615,1,0,2
Arthur,Alik-Lagrange,pal565,2,0,8
Olorunfemi,Alimi,pal801,1,0,2
R.,Alimi,pal617,2,0,8
Luca,Alinovi,pal306,1,0,3
Maria,Alipranti,pal607,3,1,30
Dionissi,Aliprantis,pal244,3,0,29
Armida,Alisjahbana,pal225,3,2,67
G.,Alivelu,pal628,2,0,5
Khatai,Aliyev,pal659,1,0,1
Ruslan,Aliyev,pal525,1,0,4
Heyran,Aliyeva,pal826,1,0,2
Shehu,Aliyu,pal292,3,1,54
Amir,Alizadeh,pal450,7,6,177
Ahmet,Alkan,pal252,7,7,258
Ryadh,Alkhareif,pal802,1,0,4
Jamal,Al-Khasawneh,pal838,2,0,8
Sabina,Alkire,pal199,17,25,1463
M.,Allahrakha,pal759,1,0,9
Olivier,Allain,pal546,4,1,47
Marie-Laure,Allain,pal246,7,4,112
Maurice,Allais,pal21,4,2,61
Olivier,Allais,pal285,5,4,121
Corey,Allan,pal741,2,1,20
Stephen,Allan,pal343,2,1,21
Grant,Allan,pal172,9,9,267
Paul,Allanson,pal291,9,7,212
Hunt,Allcott,pal171,10,10,375
Jean-Pierre,Allegret,pal509,6,6,158
James,Alleman,pal315,4,2,47
James,Allen,pal321,1,1,194
Jason,Allen,pal787,1,0,1
Matthew,Allen,pal256,1,0,1
Edward,Allen,pal423,2,1,24
Summer,Allen,pal711,2,0,10
Treb,Allen,pal675,4,3,178
Stuart,Allen,pal470,5,3,75
P,Allen,pal167,6,4,325
Rebecca,Allen,pal388,6,2,84
David,Allen,pal66,7,5,221
William,Allen,pal864,7,5,161
Steven,Allen,pal6,8,6,385
Jason,Allen,pal145,9,5,167
Douglas,Allen,pal193,12,13,592
Robert,Allen,pal165,14,25,1191
Franklin,Allen,pal67,37,73,5630
Nicole,Allenspach,pal782,1,0,3
Carlos,Aller,pal686,1,0,3
Marion,Allet,pal459,3,1,24
Blake,Allison,pal708,1,0,5
Caroline,Allonier,pal332,1,0,1
Nizar,Allouch,pal104,7,6,175
Mario,Alloza,pal428,2,0,6
Lian,Allub,pal777,1,1,11
Melanie,Allwine,pal623,1,0,1
Bastian,Alm,pal688,2,0,11
James,Alm,pal49,25,56,2567
Ingvild,Almås,pal396,5,3,115
Pavlos,Almanidis,pal556,2,0,5
Miguel,Almanzar,pal714,1,0,1
Alexandre,Almeida,pal323,3,1,20
Vanda,Almeida,pal443,5,5,93
Caio,Almeida,pal249,7,3,101
Rita,Almeida,pal141,15,20,652
Filipe,Almeida-Santos,psa264,11,12,630
Johan,Almenberg,pal259,4,3,81
Marco Antonio,Almendarez-Hernández,pal753,1,0,1
Christian,Almer,pal394,3,0,22
Mathilde,Almlund,pal474,1,1,231
Antonio,Almodovar,pal195,1,0,3
Paula,Almonacid,pal593,1,0,1
Isabel,Almudi,pal484,1,0,2
Usama,Al-mulali,pal431,2,0,8
Miguel,Almunia,pal438,4,2,156
Abdulla,Almutairi,pal785,1,0,2
Basil,Al-Najjar,pal590,4,1,43
Amjad,Al-Nasser,pal127,2,1,18
Ümit,Alniacik,pal432,1,0,2
Ali,al-Nowaihi,pal637,7,7,219
George,Alogoskoufis,pal385,12,13,617
Marta,Aloi,pal331,6,3,83
Fardous,Alom,pal491,2,0,16
Jose M.,Alonso,pal570,3,0,14
Julio,Alonso,pal362,3,0,37
Ricardo,Alonso,pal640,5,4,306
Angel,Alonso Arroba,pal221,1,0,1
Pablo,Alonso González,pal303,1,0,2
Jose,Alonso Rodriguez,pal657,4,2,72
Jaime,Alonso-Carrera,pal39,8,7,243
Jorge,Alonso-Ortiz,pal381,3,2,73
Eduard,Alonso-Pauli,pal200,1,0,10
Olga,Alonso-Villar,pal524,7,5,151
Ruperto,Alonzo,pal610,2,0,10
Arash,Aloosh,pal222,1,0,2
Rym,Aloui,pry21,3,1,327
Riadh,Aloui,pal557,6,4,268
Chaker,Aloui,pal451,12,12,506
Wassim,Aloulou,pal794,1,0,5
Marcel,Aloy,pal602,4,0,34
Harun,Alp,pal364,7,3,135
Sami,Alpanda,pal228,8,8,180
Baris,Alpaslan,pal713,2,0,11
Koray,Alper,pal537,8,6,162
C. Emre,Alper,pal211,12,17,365
William,Alpert,pal78,3,1,29
Francisco,Alpizar Rodriguez,pal685,8,6,625
Anil,Alpman,pal693,1,0,6
Cristina,Alpopi,pal308,1,0,1
Aynur,Alptekin,pal345,1,1,44
Vida Lina,Alpuerto,pal316,1,0,6
Khaldoun,Al-qaisi,pal830,1,0,1
Ron,Alquist,pal453,10,10,534
Mohammad,Al-Rawwash,pal569,1,0,2
Samer,Al-Rjoub,pal161,2,0,14
Ali,Al-Sadig,pal406,4,2,47
Majid,Al-Sadoon,pal333,1,0,5
Rasha,Alsakka,pal562,6,6,130
Samer,Al-Samarrai,pal169,5,3,79
Marcella,Alsan,pal885,4,4,123
Michaela,Ölschläger,pls4,6,3,100
Nouf,Alsharif,pal828,1,0,2
Mohammad,Al-Shboul,pal600,3,0,11
Omar,AlShehabi,pal538,3,1,26
Faris,ALShubiri,pal494,2,0,8
Ragna,Alstadheim,pal188,3,2,35
Annette,Alstadsæter,pal346,6,4,109
Lee,Alston,pal162,13,15,609
Julian,Alston,pal240,21,42,1553
Gantungalag,Altansukh,pal903,1,0,1
Moisa,Altar,pal371,2,0,13
Carlo,Altavilla,pal73,11,11,385
Erdinc,Altay,pal60,2,0,4
Martin,Altemeyer-Bartscher,pal405,2,1,22
Lukas,Altermatt,pal854,1,0,1
Wilhelm,Althammer,pal159,3,1,35
David,Altig,pal429,10,10,899
Alper,Altinanahtar,pal475,2,0,13
Galip,Altinay,pal100,3,3,338
Onur,Altindag,pal706,2,0,14
Duha,Altindag,pal449,4,3,59
Nadir,Altinok,pal209,4,2,55
Elizabeth,Altman,pal633,1,0,5
Miriam,Altman,pal513,3,0,18
Morris,Altman,pal46,7,5,141
Jörn,Altmann,pal387,4,2,100
Steffen,Altmann,pal241,6,6,214
Carlo,Altomonte,pal65,11,13,450
Joseph,Altonji,pal266,31,50,5161
Rosanne,Altshuler,pal34,12,14,626
Sumru,Altug,pal14,7,7,479
Yener,Altunbas,pal422,17,19,1363
Fahad,Alturki,pal365,2,1,13
Amaia,Altuzarra,pal445,1,0,7
Wilfried,Altzinger,pal478,5,3,123
Omar,Al-Ubaydli,pal295,7,4,153
Nilay,Aluftekin,pal400,1,0,2
Betty,Alvarado Pérez,pal666,1,0,2
Facundo,Alvaredo,pal97,9,8,400
Jaime,Alvarez,pal831,1,1,17
Lía,Alvarez,pal74,1,0,2
Sebastian,Alvarez,pal660,1,0,1
Claudia,Alvarez,pal506,2,1,23
Sharon,Alvarez,pal137,2,1,40
Isabel,Alvarez,pal368,4,2,53
Antonio,Alvarez,pal217,9,9,328
Luis,Alvarez,pal401,10,10,266
Luis,Alvarez,pal348,13,13,1113
Roberto,Alvarez,pal274,13,15,696
Fernando,Alvarez,pal356,20,24,1671
Jose Luis,Alvarez Arce,pal363,2,0,9
Francisco,Alvarez Gonzalez,pal54,2,0,14
Maria Teresa,Alvarez Martinez,pal756,2,0,16
Maria Jose,Alvarez Pelaez,pal624,2,2,76
Francisco,Alvarez-Cuadrado,pal114,9,9,318
Fernando,Alvarez-Parra,pal696,3,1,47
Adrien,Alvero,pal827,1,0,2
Maria do Céu,Alves,pal389,1,0,1
Helena,Alves,pal147,2,0,13
José,Alves,pal676,2,0,8
Paulo,Alves,pal780,2,0,6
Rui,Alves,pal122,2,0,14
Carlos,Alves,pal397,3,2,37
Paulo,Alves,pal528,3,1,48
Denisard,Alves,pal77,4,2,118
Maria João,Alves,pal848,5,2,50
Sergio,Alves,pal151,6,4,126
James,Alvey,pal496,2,0,13
Mohsin,Alvi,pal595,1,0,4
Shahzad,Alvi,pal582,1,0,2
Mauricio,Alviar,pal486,2,0,13
Augusto,Alvim,pal858,1,0,1
Pedro,Alviola,pal417,2,0,20
Jorge,Alvis,pal341,2,0,7
Ahmad,Alwaked,pal865,1,0,3
Jeffrey,Alwang,pal408,11,13,408
Khamis,Al-Yahyaee,pal650,3,1,20
Saif,alZahir,pza201,5,2,72
Mohammed,Alzahrani,pal327,3,2,43
Haitham,Al-Zoubi,pal148,2,0,22
Florencia,Amábile,pam138,4,4,165
Bruno,Amable,pam16,14,19,785
Carla,Amado,pam109,2,2,33
Maria,Amado,pam155,2,0,9
Cristina,Amado,pam81,5,4,103
Diego,Amador,pam87,2,1,15
Francisco Javier,Amador,pam110,4,2,44
João,Amador,pam100,9,8,258
Manuel,Amador,pam50,11,12,541
Juan,Amador Torres,pam131,2,0,17
Lloyd,Amaghionyeodiwe,pam38,2,0,20
Joseph,Amankwah-Amoah,pam172,2,0,17
Masanori,Amano,pam66,1,0,2
Robert,Amano,pam2,12,13,655
Vincent,Amanor-Boadu,pam47,5,2,76
Jomana,Amara,pam76,2,1,42
Sofia,Amaral,pam205,1,0,3
Pedro,Amaral,pam60,3,0,17
Pedro,Amaral,pam5,5,3,243
Massimiliano,Amarante,pam125,4,1,41
Veronica,Amarante,pam116,7,4,122
Chandranath,Amarasekara,pam114,3,0,12
Himanshu,Amarawickrama,pam84,2,1,95
João,Amaro de Matos,pam17,3,1,26
Oriol,Amat,pam22,5,2,83
Francesca,Amaturo,pam94,1,0,1
Voxi Heinrich,Amavilah,pam8,6,3,137
Masahito,Ambashi,pam152,1,0,5
Linda,Ambaye,pam173,1,0,4
Stefan,Ambec,pam6,11,13,567
Alemayehu,Ambel,pam178,1,0,2
Niklas,Amberg,pam187,1,0,1
Frederic,Amblard,pam19,3,1,56
Kate,Ambler,pam141,5,3,72
Steven,Ambler,pam1,13,16,603
Robert,Ambrisko,pam127,2,1,18
Gene,Ambrocio,pam203,1,0,3
Brent,Ambrose,pam25,18,28,908
Angela,Ambrosino,pam133,1,0,4
Lukasz,Ambroziak,pam107,1,1,13
David,Amdur,pam71,2,0,12
Rashid,Ameer,pam67,2,0,13
J. Atsu,Amegashie,pam51,10,10,306
Matthias,Amen,pam3,4,3,45
Noel,Amenc,pam128,1,0,5
Nicola,Amendola,pam61,2,0,15
Alessandra,Amendola,pam108,3,1,27
Adalgiso,Amendola,pam132,4,1,31
Julian,Amendolaggine,pam177,1,0,4
Dante,Amengual,pam97,4,2,142
Carlo,Amenta,pam119,1,0,3
Oscar,Amerighi,pam41,2,0,18
John,Ameriks,pam72,9,9,273
Kevin,Amess,pam24,5,4,113
Dominique,Ami,pam171,4,1,30
Aliaksandr,Amialchuk,pam91,4,1,30
Alessia,Amighini,pam26,4,2,56
Lucy,Amigo Dobaño,pam123,1,0,1
Jean-Pierre,Amigues,pam59,7,6,198
Yakov,Amihud,pam182,23,34,4285
Anna,Amilon,pam175,2,1,19
Abu,Amin,pam153,1,0,1
Ariane,Amin,pam169,1,0,9
Mahmoud,Amin,pam158,1,0,5
Hanudin,Amin,pam103,2,0,18
Vikesh,Amin,pam188,5,3,70
Mohammad,Amin,pam23,6,3,110
Samir,Amine,pam98,2,0,9
Munira,Aminova,pam20,1,0,1
Hidayat,Amir,pam162,2,0,8
Rabah,Amir,pam56,19,32,1251
Pooyan,Amir Ahmadi,pam53,4,1,39
Amrit,Amirapu,pam199,2,0,11
Ashkan,Amiri,pam146,1,0,1
Rafi,Amir-ud-Din,pam181,1,0,1
Franco,Amisano,pam43,2,1,40
Gianni,Amisano,pam27,9,9,692
Emmanuel,Amissah,pam105,1,0,4
Sylvain,Amisse,pam156,2,0,13
Mary,Amiti,pam39,23,27,2537
Rashid,Amjad,pam115,7,6,242
Hans,Amman,pam7,7,5,376
Manuel,Ammann,pam58,8,5,171
Francesco,Ammannati,pam140,1,0,5
Peter,Ammermann,pam36,1,1,18
Andreas,Ammermueller,pam35,10,12,412
Saifedean,Ammous,pam212,10,12,481
Anthony,Amoah,pam135,2,0,10
Francesco,Amodio,pam134,2,0,9
Mourad,Amor,pam149,4,1,50
José,Amorós Espinosa,pam77,6,4,135
Antonio,Amores,pam166,4,1,35
Pablo,Amoros,pam9,4,0,34
Sara,Amoroso,pam165,2,0,10
Aleksandr,Amosov,pmo692,2,1,14
Andrey,Ampilogov,pam136,1,0,1
Miguel,Ampudia Fraile,pam147,3,1,37
Gene,Amromin,pam179,11,13,302
Christine,Amsler,pam113,7,6,249
Marlene,Amstad,pam86,5,2,59
Franklin,Amuakwa-Mensah,pam121,2,1,26
Catalina,Amuedo-Dorantes,pam57,19,30,1302
Alberto,Amurgo Pacheco,pam45,3,3,85
Kafayat,Amusa,pam148,2,2,43
Adrien,Amzallag,pam117,1,1,13
Jiyoun,An,pan189,1,0,4
Henry,An,pan343,2,0,17
Lian,An,pan136,2,1,52
Zhiyong,An,pan325,2,1,21
Yonghong,An,pan365,3,1,42
Mark,An,pan34,8,8,279
Philipp,an de Meulen,pan304,3,1,26
Achilleas,Anagnostopoulos,pan362,1,1,25
Alexis,Anagnostopoulos,pan219,4,2,44
Seraina,Anagnostopoulou,pan260,2,0,20
Santosh,Anagol,pan160,4,4,143
Mahmudul,Anam,pan517,3,1,31
Nasha,Ananchotikul,pan565,3,0,21
Abhinav,Anand,pan531,1,0,1
Mukesh,Anand,pan273,2,0,11
P B,Anand,pan205,4,1,49
Kartik,Anand,pan386,5,3,157
B,Anand,pba1349,6,6,140
Bharat,Anand,pan341,8,7,302
Paul,Anand,pan124,11,12,369
Giovanni,Anania,pan223,5,2,68
Maxim,Ananyev,pan327,1,1,10
Titik,Anas,pan371,1,0,4
Alex,Anas,pan129,16,19,1065
Dimitrios,Anastasiou,pan524,1,0,6
Athanasios,Anastasiou,pan574,2,0,5
Anastasios,Anastasopoulos,pan56,1,0,3
Lubomira,Anastassova-Chirmiciu,pan131,3,0,13
Stanislav,Anatolyev,pan48,8,5,182
Karim,Anaya,pan272,5,2,58
Nejat,Anbarci,pan102,9,9,392
Venkatachalam,Anbumozhi,pve168,2,0,7
Postole,Anca,pan322,1,0,2
Annick,Ancelin-Bourguignon,pbo150,5,2,99
Tiho,Ancev,pan447,3,0,41
Alexander,Anda,pan254,1,0,1
Mabel,Andalón,pan328,3,2,33
Kwaw,Andam,pan231,2,1,44
A. Özlem,Önder,pon26,6,0,72
Dan,Anderberg,pan163,9,8,217
Rainer,Andergassen,pan68,4,0,49
Luca,Anderlini,pan51,10,10,370
Luisa,Anderloni,pan121,3,1,28
Jake,Anders,pan354,2,0,10
Sven,Anders,pan212,7,6,168
Allan,Andersen,pan335,1,1,16
Dana,Andersen,pan334,1,0,4
Martin,Andersen,pan456,1,0,3
Laura,Andersen,pan238,2,2,58
Signe,Andersen,pan312,2,1,13
Jesper,Andersen,pan310,4,1,36
Otto,Andersen,pan416,4,2,220
Esben,Andersen,pan67,5,2,257
Jørgen,Andersen,pan249,5,4,130
Thomas,Andersen,pan309,10,10,283
Steffen,Andersen,pan114,15,21,1164
Torben,Andersen,pan210,33,46,7467
Christopher,Anderson,pan495,1,1,11
James,Anderson,pan472,1,0,2
John,Anderson,pan401,1,0,3
Gordon,Anderson,pan12,2,0,8
Katharine,Anderson,pan248,2,1,16
Robert,Anderson,pan284,2,0,8
David,Anderson,pan215,3,1,43
Nicola,Anderson,pan496,3,2,115
Axel,Anderson,pan313,4,3,137
David,Anderson,pan297,4,3,123
Derek,Anderson,pan359,4,4,91
Hamish,Anderson,pan407,4,0,30
Nathan,Anderson,pan153,4,1,57
Edward,Anderson,pan188,5,3,117
James,Anderson,pan250,5,4,76
James,Anderson,pan361,6,5,107
Alistair,Anderson,pan134,7,6,194
Evan,Anderson,pan577,7,7,343
Gary,Anderson,pan376,7,5,473
John,Anderson,pan155,8,5,199
Kathryn,Anderson,pan330,9,9,308
Michael,Anderson,pan105,10,10,522
Siwan,Anderson,pan256,10,10,553
Heather,Anderson,pan164,11,14,1175
Richard,Anderson,pan110,11,13,427
Jock,Anderson,pan232,13,15,746
Lisa,Anderson,pan209,14,16,860
Patricia,Anderson,pan275,15,18,901
James,Anderson,pan2,22,43,6434
Kym,Anderson,pan22,22,58,2403
Simon,Anderson,pan42,29,52,2411
Elvira,Andersson,pan522,1,0,6
Claes,Andersson,pan329,2,0,7
Lisa,Andersson,pan460,2,1,16
Christian,Andersson,pan240,3,0,21
Fredrik,Andersson,pan301,4,2,45
Jonas,Andersson,pan235,4,2,58
Henrik,Andersson,pan265,7,6,152
Tommy,Andersson,pan168,7,3,136
Ola,Andersson,pan200,8,6,175
Fredrik,Andersson,pan237,9,9,385
Martin,Andersson,pan113,15,19,714
Pernilla,Andersson Joona,pan337,5,3,141
Charles,Anderton,pan295,8,7,191
Ascension,Andina-Diaz,pan372,1,0,4
Monica,Andini,pan560,3,1,34
Corrado,Andini,pan77,5,1,62
Michihito,Ando,pan466,2,1,28
Munetomo,Ando,pan69,2,0,10
Albert,Ando,pan410,3,1,22
Amy,Ando,pan92,7,5,134
Tomohiro,Ando,pan527,7,4,89
Christine,André,pan96,1,0,1
Pierre,André,pan282,2,0,14
Francisco,André,pan65,5,4,129
Christophe,André,pan120,11,11,651
Niclas,Andrén,pan66,2,0,7
Daniela,Andrén,pan40,4,2,72
Thomas,Andrén,pan64,4,1,39
Javier,Andrés,pan70,16,19,787
Pablo de,Andrés Alonso,pan156,4,2,171
Pablo,Andrés-Domenech,pan521,1,0,1
Tahir,Andrabi,pan302,7,5,191
Julian,Andrada-Felix,pan47,5,4,98
Luiz,Andrade,pan370,1,0,1
João,Andrade,pan95,4,1,38
Joaquim,Andrade,pde387,7,5,116
